"ID","r","rw","rx","rwc","rwx","rwxc","label","category","sample"
0,367,307,117,84,70,0,"B","Utilities","B_Utilities_7zip.json"
1,107,96,43,31,5,0,"B","Utilities","B_Utilities_7zip.json"
2,62,59,18,21,49,0,"B","Utilities","B_Utilities_AxCrypt.json"
3,132,120,52,40,6,0,"B","Filezilla.json","B_Filezilla.json"
4,165,166,69,35,6,0,"B","Spotify.json","B_Spotify.json"
5,175,207,56,40,68,0,"B","VeraCrypt.json","B_VeraCrypt.json"
6,492,418,161,102,69,0,"B","Vlc.json","B_Vlc.json"
7,127,140,53,40,6,0,"B","Vlc.json","B_Vlc.json"
8,114,127,43,34,6,0,"B","Vlc.json","B_Vlc.json"
9,132,98,41,40,62,0,"B","Vlc.json","B_Vlc.json"
66,103,171,41,80,5,0,"B","Action Games","B_Action Games_AssaultCube Portable.exe.json"
67,489,413,160,101,70,0,"B","Utilities","B_Utilities_AOMEIBackupperStd.exe.json"
68,85,76,32,27,5,0,"B","Utilities","B_Utilities_AOMEIBackupperStd.exe.json"
69,281,447,111,75,14,0,"B","Utilities","B_Utilities_AOMEIBackupperStd.exe.json"
70,261,158,90,51,6,0,"B","Utilities","B_Utilities_AOMEIBackupperStd.exe.json"
71,261,183,90,52,6,0,"B","Utilities","B_Utilities_AOMEIBackupperStd.exe.json"
72,483,444,158,103,66,0,"B","Music and Video","B_Music and Video_audacity-win-3.0.4-x64.exe.json"
73,98,85,38,28,5,0,"B","Music and Video","B_Music and Video_audacity-win-3.0.4-x64.exe.json"
74,162,150,66,47,6,0,"B","Music and Video","B_Music and Video_audacity-win-3.0.4-x64.exe.json"
75,76,63,23,27,58,0,"B","Music and Video","B_Music and Video_audacity-win-3.0.4-x64.exe.json"
76,72,16,20,27,3,0,"B","Music and Video","B_Music and Video_audacity-win-3.0.4-x64.exe.json"
77,103,216,41,115,5,0,"B","Auditory","B_Auditory_Solfege Portable.exe.json"
78,213,207,69,44,75,0,"B","Music and Video","B_Music and Video_blender-2.93.3-windows-x64.msi.json"
79,111,191,45,109,5,0,"B","Code Analysis","B_Code Analysis_Cppcheck Portable.exe.json"
80,111,188,45,108,5,0,"B","Database","B_Database_Database Browser Portable.exe.json"
81,103,154,41,80,5,0,"B","Dictionaries and Thesauruses","B_Dictionaries and Thesauruses_Artha Portable.exe.json"
82,103,195,41,118,5,0,"B","Dictionaries and Thesauruses","B_Dictionaries and Thesauruses_GoldenDict Portable.exe.json"
83,174,171,71,44,7,0,"B","DiscordSetup.exe.json","B_DiscordSetup.exe.json"
84,488,432,159,104,66,0,"B","dot11expert.exe.json","B_dot11expert.exe.json"
85,13,10,4,5,3,0,"B","dot11expert.exe.json","B_dot11expert.exe.json"
86,13,10,4,5,3,0,"B","dot11expert.exe.json","B_dot11expert.exe.json"
87,97,79,38,28,5,0,"B","dot11expert.exe.json","B_dot11expert.exe.json"
88,167,152,69,47,6,0,"B","dot11expert.exe.json","B_dot11expert.exe.json"
89,203,161,69,33,64,0,"B","dot11expert.exe.json","B_dot11expert.exe.json"
90,135,97,45,33,61,0,"B","dot11expert.exe.json","B_dot11expert.exe.json"
91,168,159,71,41,7,0,"B","dot11expert.exe.json","B_dot11expert.exe.json"
92,181,155,62,32,64,0,"B","dot11expert.exe.json","B_dot11expert.exe.json"
103,111,208,45,109,5,0,"B","education","B_education_Astronomy_Stellarium Portable.exe.json"
104,132,120,52,41,6,0,"B","FileZilla","B_FileZilla_3.55.0_win64-setup.exe.json"
105,131,109,51,37,6,0,"B","FocusWriter","B_FocusWriter_1.7.6.exe.json"
106,109,117,44,33,5,0,"B","games","B_games_Adventure Games_ADR Portable.exe.json"
107,111,196,45,113,5,0,"B","games","B_games_Adventure Games_BYOND Portable.exe.json"
108,483,360,158,102,66,0,"B","gimp-2.10.24-setup-3.exe.json","B_gimp-2.10.24-setup-3.exe.json"
109,98,85,38,28,5,0,"B","gimp-2.10.24-setup-3.exe.json","B_gimp-2.10.24-setup-3.exe.json"
110,153,150,61,46,7,0,"B","gimp-2.10.24-setup-3.exe.json","B_gimp-2.10.24-setup-3.exe.json"
111,178,156,57,40,68,0,"B","GoogleDriveSetup.exe.json","B_GoogleDriveSetup.exe.json"
112,483,401,158,102,70,0,"B","HandBrake-1.4.1-x86","B_HandBrake-1.4.1-x86_64-Win_GUI.exe.json"
113,123,123,51,35,5,0,"B","HandBrake-1.4.1-x86","B_HandBrake-1.4.1-x86_64-Win_GUI.exe.json"
114,483,426,158,102,70,0,"B","hdde","B_hdde_lite.exe.json"
115,13,10,4,5,3,0,"B","hdde","B_hdde_lite.exe.json"
116,97,79,38,28,5,0,"B","hdde","B_hdde_lite.exe.json"
117,167,151,69,46,6,0,"B","hdde","B_hdde_lite.exe.json"
118,203,160,69,34,69,0,"B","hdde","B_hdde_lite.exe.json"
119,135,100,45,33,62,0,"B","hdde","B_hdde_lite.exe.json"
120,165,171,70,43,7,0,"B","hdde","B_hdde_lite.exe.json"
121,483,380,158,102,66,0,"B","iobituninstaller.exe.json","B_iobituninstaller.exe.json"
122,84,72,32,27,5,0,"B","iobituninstaller.exe.json","B_iobituninstaller.exe.json"
123,138,119,54,40,7,0,"B","iobituninstaller.exe.json","B_iobituninstaller.exe.json"
124,68,60,19,22,45,0,"B","iTunes64Setup.exe.json","B_iTunes64Setup.exe.json"
125,80,71,23,27,59,0,"B","iview458","B_iview458_x64_setup.exe.json"
126,483,420,158,103,70,0,"B","kcleaner","B_kcleaner_lite.exe.json"
127,97,79,38,28,5,0,"B","kcleaner","B_kcleaner_lite.exe.json"
128,167,149,69,47,6,0,"B","kcleaner","B_kcleaner_lite.exe.json"
129,203,164,69,33,69,0,"B","kcleaner","B_kcleaner_lite.exe.json"
130,135,97,45,33,62,0,"B","kcleaner","B_kcleaner_lite.exe.json"
131,165,205,69,43,7,0,"B","kcleaner","B_kcleaner_lite.exe.json"
132,13,10,4,5,3,0,"B","kcleaner","B_kcleaner_lite.exe.json"
133,131,111,51,38,6,0,"B","kodi-19.1-Matrix-x64.exe.json","B_kodi-19.1-Matrix-x64.exe.json"
134,69,72,26,28,5,0,"B","kodi-19.1-Matrix-x64.exe.json","B_kodi-19.1-Matrix-x64.exe.json"
135,120,103,50,29,6,0,"B","kodi-19.1-Matrix-x64.exe.json","B_kodi-19.1-Matrix-x64.exe.json"
136,69,76,26,28,5,0,"B","kodi-19.1-Matrix-x64.exe.json","B_kodi-19.1-Matrix-x64.exe.json"
137,64,62,24,23,5,0,"B","kodi-19.1-Matrix-x64.exe.json","B_kodi-19.1-Matrix-x64.exe.json"
138,69,75,26,28,5,0,"B","kodi-19.1-Matrix-x64.exe.json","B_kodi-19.1-Matrix-x64.exe.json"
139,122,105,51,29,6,0,"B","kodi-19.1-Matrix-x64.exe.json","B_kodi-19.1-Matrix-x64.exe.json"
140,65,65,24,23,5,0,"B","kodi-19.1-Matrix-x64.exe.json","B_kodi-19.1-Matrix-x64.exe.json"
141,103,159,41,80,5,0,"B","Magnification","B_Magnification_Virtual Magnifying Glass Portable.exe.json"
142,111,111,45,33,5,0,"B","MusicBeeSetup","B_MusicBeeSetup_3_4_Update1.zip.json"
143,173,175,71,43,7,0,"B","MYKI-latest.exe.json","B_MYKI-latest.exe.json"
144,131,114,51,40,6,0,"B","npp.8.1.4.Installer.exe.json","B_npp.8.1.4.Installer.exe.json"
145,487,434,159,103,66,0,"B","phototofilm","B_phototofilm_lite.exe.json"
146,13,10,4,5,3,0,"B","phototofilm","B_phototofilm_lite.exe.json"
147,97,79,38,28,5,0,"B","phototofilm","B_phototofilm_lite.exe.json"
148,167,150,69,47,6,0,"B","phototofilm","B_phototofilm_lite.exe.json"
149,203,160,69,40,64,0,"B","phototofilm","B_phototofilm_lite.exe.json"
150,135,97,45,33,61,0,"B","phototofilm","B_phototofilm_lite.exe.json"
151,232,249,98,56,7,0,"B","phototofilm","B_phototofilm_lite.exe.json"
152,86,78,34,26,5,0,"B","PlexMediaServer-1.24.1.4931-1a38e63c6-x86.exe.json","B_PlexMediaServer-1.24.1.4931-1a38e63c6-x86.exe.json"
153,164,185,65,37,6,0,"B","PlexMediaServer-1.24.1.4931-1a38e63c6-x86.exe.json","B_PlexMediaServer-1.24.1.4931-1a38e63c6-x86.exe.json"
154,106,114,43,28,6,0,"B","PlexMediaServer-1.24.1.4931-1a38e63c6-x86.exe.json","B_PlexMediaServer-1.24.1.4931-1a38e63c6-x86.exe.json"
155,512,460,169,107,70,0,"B","portexpert","B_portexpert_lite.exe.json"
156,13,10,4,5,3,0,"B","portexpert","B_portexpert_lite.exe.json"
157,97,79,38,28,5,0,"B","portexpert","B_portexpert_lite.exe.json"
158,167,146,69,47,6,0,"B","portexpert","B_portexpert_lite.exe.json"
159,203,161,69,33,69,0,"B","portexpert","B_portexpert_lite.exe.json"
160,135,95,45,33,62,0,"B","portexpert","B_portexpert_lite.exe.json"
161,155,810,65,42,7,0,"B","portexpert","B_portexpert_lite.exe.json"
162,122,108,51,29,6,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
163,69,76,26,28,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
164,122,107,51,29,6,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
165,69,76,26,28,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
166,122,107,51,29,6,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
167,122,107,51,29,6,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
168,69,76,26,28,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
169,64,63,24,23,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
170,65,65,24,23,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
171,122,107,51,29,6,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
172,64,63,24,23,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
173,69,76,26,28,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
174,228,531,99,52,7,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
175,64,63,24,23,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
176,64,63,24,23,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
177,69,75,26,27,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
178,122,109,51,29,6,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
179,65,65,24,23,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
180,69,75,26,28,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
181,69,76,26,28,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
182,65,65,24,23,5,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
183,122,107,51,29,6,0,"B","ProtonVPN","B_ProtonVPN_win_v1.22.2.exe.json"
184,483,420,158,102,66,0,"B","ramexpert","B_ramexpert_lite.exe.json"
185,13,10,4,5,3,0,"B","ramexpert","B_ramexpert_lite.exe.json"
186,97,79,38,28,5,0,"B","ramexpert","B_ramexpert_lite.exe.json"
187,167,151,69,46,6,0,"B","ramexpert","B_ramexpert_lite.exe.json"
188,203,162,69,33,64,0,"B","ramexpert","B_ramexpert_lite.exe.json"
189,135,100,45,33,61,0,"B","ramexpert","B_ramexpert_lite.exe.json"
190,166,164,70,42,7,0,"B","ramexpert","B_ramexpert_lite.exe.json"
191,483,386,158,102,70,0,"B","readerdc","B_readerdc_en_xa_crd_install.exe.json"
192,259,389,112,69,9,1,"B","readerdc","B_readerdc_en_xa_crd_install.exe.json"
193,111,207,45,109,5,0,"B","Screen Reader","B_Screen Reader_NVDA Portable.exe.json"
194,483,363,158,102,66,0,"B","signal-desktop-win-5.14.0.exe.json","B_signal-desktop-win-5.14.0.exe.json"
195,119,113,46,28,6,0,"B","signal-desktop-win-5.14.0.exe.json","B_signal-desktop-win-5.14.0.exe.json"
196,483,423,158,102,70,0,"B","sumo","B_sumo_lite.exe.json"
197,13,10,4,5,3,0,"B","sumo","B_sumo_lite.exe.json"
198,97,79,38,28,5,0,"B","sumo","B_sumo_lite.exe.json"
199,167,150,69,46,6,0,"B","sumo","B_sumo_lite.exe.json"
200,203,160,69,40,69,0,"B","sumo","B_sumo_lite.exe.json"
201,135,97,45,33,62,0,"B","sumo","B_sumo_lite.exe.json"
202,150,171,62,42,7,0,"B","sumo","B_sumo_lite.exe.json"
203,483,426,158,102,66,0,"B","TeamViewer","B_TeamViewer_Setup_x64.exe.json"
204,107,103,43,34,5,0,"B","TeamViewer","B_TeamViewer_Setup_x64.exe.json"
205,133,185,54,38,6,0,"B","TeamViewer","B_TeamViewer_Setup_x64.exe.json"
206,86,76,33,27,5,0,"B","TeamViewer","B_TeamViewer_Setup_x64.exe.json"
207,142,143,44,43,54,0,"B","TeamViewer","B_TeamViewer_Setup_x64.exe.json"
208,84,75,32,26,5,0,"B","TeamViewer","B_TeamViewer_Setup_x64.exe.json"
209,210,214,92,54,6,0,"B","teracopy.exe.json","B_teracopy.exe.json"
210,241,408,104,53,8,0,"B","teracopy.exe.json","B_teracopy.exe.json"
211,111,200,45,114,5,0,"B","Text-to-Speech (TTS)","B_Text-to-Speech (TTS)_Balabolka Portable.exe.json"
212,111,196,45,109,5,0,"B","Text-to-Speech (TTS)","B_Text-to-Speech (TTS)_DSpeech Portable.exe.json"
213,483,430,158,102,66,0,"B","tsetup-x64.2.9.2.exe.json","B_tsetup-x64.2.9.2.exe.json"
214,97,79,38,28,5,0,"B","tsetup-x64.2.9.2.exe.json","B_tsetup-x64.2.9.2.exe.json"
215,134,135,55,41,5,0,"B","tsetup-x64.2.9.2.exe.json","B_tsetup-x64.2.9.2.exe.json"
216,245,583,77,74,65,0,"B","tsetup-x64.2.9.2.exe.json","B_tsetup-x64.2.9.2.exe.json"
217,103,156,41,80,5,0,"B","Typing Assistance","B_Typing Assistance_Dicom Portable.exe.json"
218,109,114,44,33,5,0,"B","Typing Assistance","B_Typing Assistance_On-Screen Keyboard Portable.exe.json"
219,84,83,32,28,5,0,"B","uTorrent.exe.json","B_uTorrent.exe.json"
220,285,446,119,123,66,16,"B","uTorrent.exe.json","B_uTorrent.exe.json"
221,12,10,3,5,3,1,"B","uTorrent.exe.json","B_uTorrent.exe.json"
222,483,425,158,102,66,0,"B","videoinspector","B_videoinspector_lite.exe.json"
223,149,157,62,44,7,0,"B","videoinspector","B_videoinspector_lite.exe.json"
224,13,10,4,5,3,0,"B","videoinspector","B_videoinspector_lite.exe.json"
225,97,79,38,28,5,0,"B","videoinspector","B_videoinspector_lite.exe.json"
226,167,143,69,47,6,0,"B","videoinspector","B_videoinspector_lite.exe.json"
227,203,164,69,33,64,0,"B","videoinspector","B_videoinspector_lite.exe.json"
228,126,131,51,41,7,0,"B","videoinspector","B_videoinspector_lite.exe.json"
229,135,97,45,33,61,0,"B","videoinspector","B_videoinspector_lite.exe.json"
230,173,176,71,43,7,0,"B","WhatsAppSetup.exe.json","B_WhatsAppSetup.exe.json"
231,483,441,158,102,66,0,"B","winrar-x64-602.exe.json","B_winrar-x64-602.exe.json"
232,213,190,71,64,56,0,"B","winrar-x64-602.exe.json","B_winrar-x64-602.exe.json"
233,121,97,36,31,60,0,"B","winrar-x64-602.exe.json","B_winrar-x64-602.exe.json"
234,483,461,158,102,70,0,"B","XnConvert-win-x64.exe.json","B_XnConvert-win-x64.exe.json"
235,13,10,4,5,3,0,"B","XnConvert-win-x64.exe.json","B_XnConvert-win-x64.exe.json"
236,97,79,38,28,5,0,"B","XnConvert-win-x64.exe.json","B_XnConvert-win-x64.exe.json"
237,155,145,65,43,6,0,"B","XnConvert-win-x64.exe.json","B_XnConvert-win-x64.exe.json"
238,203,165,69,33,69,0,"B","XnConvert-win-x64.exe.json","B_XnConvert-win-x64.exe.json"
239,135,102,45,33,62,0,"B","XnConvert-win-x64.exe.json","B_XnConvert-win-x64.exe.json"
809,489,413,160,101,70,0,"B","AOMEIBackupperStd.exe.json","B_AOMEIBackupperStd.exe.json"
810,85,76,32,27,5,0,"B","AOMEIBackupperStd.exe.json","B_AOMEIBackupperStd.exe.json"
811,281,447,111,75,14,0,"B","AOMEIBackupperStd.exe.json","B_AOMEIBackupperStd.exe.json"
812,261,158,90,51,6,0,"B","AOMEIBackupperStd.exe.json","B_AOMEIBackupperStd.exe.json"
813,261,183,90,52,6,0,"B","AOMEIBackupperStd.exe.json","B_AOMEIBackupperStd.exe.json"
814,483,444,158,103,66,0,"B","audacity-win-3.0.4-x64.exe.json","B_audacity-win-3.0.4-x64.exe.json"
815,98,85,38,28,5,0,"B","audacity-win-3.0.4-x64.exe.json","B_audacity-win-3.0.4-x64.exe.json"
816,162,150,66,47,6,0,"B","audacity-win-3.0.4-x64.exe.json","B_audacity-win-3.0.4-x64.exe.json"
817,76,63,23,27,58,0,"B","audacity-win-3.0.4-x64.exe.json","B_audacity-win-3.0.4-x64.exe.json"
818,72,16,20,27,3,0,"B","audacity-win-3.0.4-x64.exe.json","B_audacity-win-3.0.4-x64.exe.json"
819,213,207,69,44,75,0,"B","blender-2.93.3-windows-x64.msi.json","B_blender-2.93.3-windows-x64.msi.json"
820,111,198,45,108,5,0,"B","development","B_development_Packaging_NSIS Portable.exe.json"
821,111,198,45,109,5,0,"B","development","B_development_Packaging_PortableApps.com Installer.exe.json"
822,117,216,48,111,5,0,"B","development","B_development_Portablization_PortableApps.com Launcher.exe.json"
823,111,209,45,108,5,0,"B","development","B_development_Programming Environment_SWI-Prolog Portable.exe.json"
824,109,211,44,124,5,0,"B","development","B_development_Servers_XAMPP.exe.json"
825,103,172,41,83,5,0,"B","graphics","B_graphics_pictures_Diagramming_Dia Portable.exe.json"
826,111,192,45,108,5,0,"B","graphics","B_graphics_pictures_Diagramming_Pencil Project Portable.exe.json"
827,111,200,45,109,5,0,"B","graphics","B_graphics_pictures_Drawing and Animation_Pencil2D Portable.exe.json"
828,113,212,46,131,5,0,"B","graphics","B_graphics_pictures_Image Editors_AniFX Portable.exe.json"
829,103,196,41,118,5,0,"B","graphics","B_graphics_pictures_Image Editors_Caesium Portable.exe.json"
830,105,110,42,38,5,0,"B","graphics","B_graphics_pictures_Image Editors_FastStone Capture Portable.exe.json"
831,103,195,41,118,5,0,"B","graphics","B_graphics_pictures_Image Editors_Fotografix Portable.exe.json"
832,111,201,45,114,5,0,"B","graphics","B_graphics_pictures_Image Editors_FotoSketcher Portable.exe.json"
833,111,206,45,109,5,0,"B","internet","B_internet_Browsers_Falkon Portable.exe.json"
834,109,126,44,52,5,0,"B","internet","B_internet_Browsers_Google Chrome Portable.exe.json"
835,111,190,45,109,5,0,"B","internet","B_internet_Browsers_Iron Portable.exe.json"
836,111,191,45,109,5,0,"B","internet","B_internet_Browsers_K-Meleon Portable.exe.json"
837,111,191,45,109,5,0,"B","internet","B_internet_Browsers_Links Portable.exe.json"
838,111,212,45,109,5,0,"B","music","B_music_video_Audio Editors & Converters_Audacity Portable.exe.json"
839,109,129,44,53,5,0,"B","music","B_music_video_Audio Editors & Converters_CDex Portable.exe.json"
840,111,204,45,110,5,0,"B","office","B_office_Books_calibre Portable.exe.json"
841,111,211,45,109,5,0,"B","office","B_office_Books_Sigil Portable.exe.json"
842,109,119,44,33,5,0,"B","office","B_office_Calculators_SpeedCrunch Portable.exe.json"
843,111,188,45,108,5,0,"B","office","B_office_Cryptocurrency_Bitcoin Core Portable.exe.json"
844,111,188,45,108,5,0,"B","office","B_office_Cryptocurrency_Dogecoin Core Portable.exe.json"
845,111,188,45,108,5,0,"B","office","B_office_Cryptocurrency_Litecoin Core Portable.exe.json"
846,113,231,46,126,5,0,"B","office","B_office_Desktop Publishing_Scribus Portable.exe.json"
847,103,206,41,115,5,0,"B","office","B_office_Document Viewers_Evince Portable.exe.json"
848,111,200,45,114,5,0,"B","office","B_office_Document Viewers_Foxit Reader Portable.exe.json"
849,111,198,45,108,5,0,"B","security","B_security_Antivirus & Antispyware_ClamWin Portable.exe.json"
850,137,189,54,101,6,0,"B","security","B_security_Antivirus & Antispyware_Emsisoft Emergency Kit Portable.exe.json"
851,111,188,45,108,5,0,"B","security","B_security_Antivirus & Antispyware_HijackThis Portable.exe.json"
852,109,129,44,52,5,0,"B","security","B_security_Antivirus & Antispyware_Kaspersky TDSSKiller Portable.exe.json"
853,109,127,44,52,5,0,"B","security","B_security_Antivirus & Antispyware_McAfee Stinger Portable.exe.json"
854,111,194,45,109,5,0,"B","utilities","B_utilities_Disk Tools_CrystalDiskInfo Portable.exe.json"
855,111,190,45,109,5,0,"B","utilities","B_utilities_Disk Tools_CrystalDiskMark Portable.exe.json"
856,109,124,44,52,5,0,"B","utilities","B_utilities_Disk Tools_dfgPortable.exe.json"
857,109,116,44,33,5,0,"B","utilities","B_utilities_Disk Tools_HDHacker Portable.exe.json"
858,103,157,41,80,5,0,"B","utilities","B_utilities_Disk Tools_JkDefrag Portable.exe.json"
859,109,132,44,52,5,0,"B","utilities","B_utilities_Disk Tools_rcvPortable.exe.json"
860,111,191,45,109,5,0,"B","utilities","B_utilities_Disk Tools_Rufus Portable.exe.json"
861,111,197,45,114,5,0,"B","utilities","B_utilities_Disk Tools_Smart Defrag Portable.exe.json"
1365,109,127,44,33,5,0,"B","development","B_development_Text Editors & Integrated Development Environments_AkelPad Portable.exe.json"
1366,103,161,41,81,5,0,"B","development","B_development_Text Editors & Integrated Development Environments_Frhed Portable.exe.json"
1367,111,201,45,110,5,0,"B","development","B_development_Text Editors & Integrated Development Environments_Geany Portable.exe.json"
1368,111,206,45,109,5,0,"B","development","B_development_Text Editors & Integrated Development Environments_gVim Portable.exe.json"
1369,103,155,41,80,5,0,"B","development","B_development_Text Editors & Integrated Development Environments_HM NIS Edit Portable.exe.json"
1370,111,191,45,110,5,0,"B","development","B_development_Text Editors & Integrated Development Environments_Notepad++ Portable.exe.json"
1371,103,154,41,80,5,0,"B","development","B_development_Text Editors & Integrated Development Environments_Notepad2 Portable.exe.json"
1372,109,117,44,33,5,0,"B","development","B_development_Text Editors & Integrated Development Environments_Notepad2-mod Portable.exe.json"
1373,109,206,44,124,5,0,"B","development","B_development_Translation_IniTranslator Portable.exe.json"
1374,103,154,41,80,5,0,"B","development","B_development_Web Editors_KompoZer Portable.exe.json"
1375,111,235,45,120,5,0,"B","education","B_education_Genealogy_Gramps Portable.exe.json"
1376,109,124,44,33,5,0,"B","education","B_education_Geography_Marble Portable.exe.json"
1377,137,188,54,101,6,0,"B","education","B_education_Memorization_Mnemosyne Portable.exe.json"
1378,109,120,44,33,5,0,"B","education","B_education_Religion_BPBible Portable.exe.json"
1379,103,169,41,80,5,0,"B","education","B_education_Technical Computing_FreeMat Portable.exe.json"
1380,103,192,41,118,5,0,"B","education","B_education_Typing_TIPP10 Portable.exe.json"
1381,109,209,44,123,5,0,"B","education","B_education_Typing_TypeFaster Portable.exe.json"
1382,111,198,45,109,5,0,"B","games","B_games_Adventure Games_Mana Plus Portable.exe.json"
1383,111,196,45,109,5,0,"B","games","B_games_Adventure Games_The Legend of Edgar Portable.exe.json"
1384,111,192,45,109,5,0,"B","games","B_games_Arcade Games_Armagetron Advanced Portable.exe.json"
1385,109,124,44,33,5,0,"B","games","B_games_Arcade Games_Atomic Tanks Portable.exe.json"
1386,103,154,41,80,5,0,"B","games","B_games_Arcade Games_Beret Portable.exe.json"
1387,109,119,44,33,5,0,"B","games","B_games_Arcade Games_Canabalt Portable.exe.json"
1388,107,116,43,32,5,0,"B","games","B_games_Arcade Games_Chromium B.S.U. Portable.exe.json"
1389,111,193,45,108,5,0,"B","games","B_games_Arcade Games_Dave Gnukem Portable.exe.json"
1390,111,205,45,109,5,0,"B","games","B_games_Arcade Games_Hedgewars Portable.exe.json"
1391,103,155,41,80,5,0,"B","games","B_games_Arcade Games_I Have No Tomatoes Portable.exe.json"
1392,111,190,45,108,5,0,"B","games","B_games_Arcade Games_IceBreaker Portable.exe.json"
1393,103,193,41,117,5,0,"B","games","B_games_Arcade Games_Kobo Deluxe Portable.exe.json"
1394,111,193,45,108,5,0,"B","games","B_games_Arcade Games_LBreakout2 Portable.exe.json"
1395,111,212,45,109,5,0,"B","games","B_games_Arcade Games_SuperTux Portable.exe.json"
1396,111,191,45,109,5,0,"B","games","B_games_Arcade Games_X-Moto Portable.exe.json"
1397,109,116,44,33,5,0,"B","games","B_games_Board Games_Brutal Chess Portable.exe.json"
1398,137,199,54,112,6,0,"B","graphics","B_graphics_pictures_Image Editors_GIMP Portable.exe.json"
1399,109,123,44,33,5,0,"B","graphics","B_graphics_pictures_Image Editors_Greenfish Icon Editor Pro Portable.exe.json"
1400,113,213,46,131,5,0,"B","graphics","B_graphics_pictures_Image Editors_IcoFX Portable.exe.json"
1401,111,199,45,114,5,0,"B","graphics","B_graphics_pictures_Image Editors_IDPhotoStudio Portable.exe.json"
1402,137,189,54,102,6,0,"B","graphics","B_graphics_pictures_Image Editors_Krita Portable.exe.json"
1403,111,191,45,109,5,0,"B","graphics","B_graphics_pictures_Image Editors_LazPaint Portable.exe.json"
1404,111,216,45,109,5,0,"B","graphics","B_graphics_pictures_Image Editors_MyPaint Portable.exe.json"
1405,109,216,44,124,5,0,"B","graphics","B_graphics_pictures_Image Editors_PhotoFilmStrip Portable.exe.json"
1406,107,116,43,32,5,0,"B","graphics","B_graphics_pictures_Image Editors_PhotoFiltre Portable.exe.json"
1407,111,198,45,114,5,0,"B","graphics","B_graphics_pictures_Image Editors_PicPick Portable.exe.json"
1408,109,118,44,33,5,0,"B","graphics","B_graphics_pictures_Image Editors_PngOptimizer Portable.exe.json"
1409,111,212,45,109,5,0,"B","graphics","B_graphics_pictures_Image Editors_RawTherapee Portable.exe.json"
1410,103,154,41,80,5,0,"B","graphics","B_graphics_pictures_Image Editors_Smart Deblur Portable.exe.json"
1411,103,159,41,80,5,0,"B","graphics","B_graphics_pictures_Image Viewers_Cornice Portable.exe.json"
1412,103,190,41,115,5,0,"B","graphics","B_graphics_pictures_Image Viewers_DiffImg Portable.exe.json"
1413,111,196,45,114,5,0,"B","graphics","B_graphics_pictures_Image Viewers_FastStone Image Viewer Portable.exe.json"
1414,111,195,45,114,5,0,"B","graphics","B_graphics_pictures_Image Viewers_IrfanView Portable.exe.json"
1415,109,116,44,33,5,0,"B","graphics","B_graphics_pictures_Image Viewers_JPEGView Portable.exe.json"
1416,111,209,45,109,5,0,"B","graphics","B_graphics_pictures_Image Viewers_XnView Portable.exe.json"
1417,111,197,45,115,5,0,"B","graphics","B_graphics_pictures_Rendering_AndreaMosaic Portable.exe.json"
1418,109,126,44,33,5,0,"B","internet","B_internet_Browsers_Lynx Portable.exe.json"
1419,107,117,43,32,5,0,"B","internet","B_internet_Browsers_Maxthon Portable.exe.json"
1420,111,187,45,109,5,0,"B","internet","B_internet_Browsers_Mozilla Firefox Developer Edition, Portable.exe.json"
1421,111,186,45,109,5,0,"B","internet","B_internet_Browsers_Mozilla Firefox, Portable Edition.exe.json"
1422,111,117,45,25,5,0,"B","internet","B_internet_Browsers_Opera GX, Portable Edition.exe.json"
1423,111,199,45,113,5,0,"B","internet","B_internet_Browsers_Opera GX, Portable Edition.exe.json"
1424,111,199,45,114,5,0,"B","internet","B_internet_Browsers_Opera, Portable Edition.exe.json"
1425,135,122,53,37,6,0,"B","internet","B_internet_Browsers_QupZilla Portable.exe.json"
1426,109,121,44,24,5,0,"B","internet","B_internet_Browsers_QupZilla Portable.exe.json"
